user,food_weight,service_weight,ambience_weight,price_weight,misc_weight
277HiDpterP2vzVo5TGctw,,,,,0.0
WNSxJzmd3JgBWRY1-YOYXw,,,,,0.0
nBBS8_VgqKEXKo9leemh5Q,100.0,0.0,0.0,0.0,0.0
4VPKbDVOSji8iQT2N8VrCw,,,,,0.0
pdBjGondLQmvcH9UV61hNw,,,,,0.0
c9ZqvfTmNGosZ0ht0AOyDg,,,,,0.0
4Ef0QJ_YbPsk-qj4icuRaA,,,,,0.0
SJPBc-p-hm3w5HEE0iUOtA,100.0,0.0,0.0,0.0,0.0
nzSY1ted93HMIMCyhOx1sw,,,,,0.0
t-o9V6lM_e-HknqTxZdiLQ,,,,,0.0
on_jq7UzkZpkkFDe4heE0A,50.0,50.0,0.0,0.0,0.0
NHbwlkGW6k63_4gJx9su5w,,,,,0.0
dUoh-eOlxMqyFoO_4ujA8A,,,,,0.0
7Ax4SC5EUHAXXDbIevHdDw,,,,,0.0
RZ2Jk4hKlltlzCANneJKtQ,,,,,0.0
GrkCrBpxKa-c28FADOPa4w,100.0,0.0,0.0,0.0,0.0
vXYcOtA-rogHpBFZEPKbYg,,,,,0.0
-Snf8tHOTpzgSS5jAvPS5g,100.0,0.0,0.0,0.0,0.0
n9wSVpSlYMIgeCWUsH2ZJw,,,,,0.0
qsR7rCDOfiDIzF_0wfluFg,,,,,0.0
mGA1QRowvnaVhY6XdfaYzw,100.0,0.0,0.0,0.0,0.0
vSPVvztmoc1OjT2pCLWjGw,,,,,0.0
OFaTn5gx_Ajwoj_icMdUOw,,,,,0.0
33gB-sqA3lTadGvBeQvEdw,,,,,0.0
nxe3RI9YDtjvPMS2RBVO-A,,,,,0.0
jA0AMa3MORFfPOdfdsdcww,41.03,58.97,0.0,0.0,0.0
utE_exbkjAJwSMtSLrq2AA,,,,,0.0
HOZkP-wAdkFE2dlC4wrJOw,,,,,0.0
RmDzvdytPEwRZf3NSP-Olw,,,,,0.0
YZQ8S-5id35KA1RSbNQrng,,,,,0.0
6pwsCOE9jREoNazZ6ZGzMQ,100.0,0.0,0.0,0.0,0.0
0PJDEAhFfrVyEpdNhlt_PQ,,,,,0.0
zN9jxuKQ19gQwQbMYrfTfQ,100.0,0.0,0.0,0.0,100.0
JP9ZHplibA7Vy6IiVo1J0Q,100.0,0.0,0.0,0.0,0.0
v_RDBqOpciWBbmdf1DJd3A,100.0,0.0,0.0,0.0,0.0
YwU0uP4afAZSYDzXl1AuWQ,0.0,100.0,0.0,0.0,0.0
wvyRHhvnOaJFf2CSVQVgVQ,,,,,0.0
1jXmzuIFKxTnEnR0pxO0Hg,100.0,0.0,0.0,0.0,0.0
tti8GTHZpXNQBAwdjgsu2Q,,,,,0.0
H5BJWZFhFbh3gfhglcojPg,,,,,0.0
krhJgpMk2jh8rKDYJcR4mQ,,,,,0.0
RNAqtNa5jd3Jg0fmWNFITw,,,,,0.0
1kFiKYvFcho06V81iOH8Lg,,,,,0.0
2N01swZ5nQuSTDwrF08qMQ,,,,,0.0
RegeLdKNXcgVB2mQmsNzdQ,,,,,0.0
PDRgvHVkgDKqUqsXR1TACA,,,,,0.0
kFZLCvuVd3ULhu4dEiYRZw,100.0,0.0,0.0,0.0,0.0
zw_0Ge18IEcJC0OXrZO01g,,,,,0.0
hspfHiY5uEA2xHBIb5o8qw,,,,,0.0
f3U1mPPLlr7q0Yq9gfiksw,,,,,0.0
CxDOIDnH8gp9KXzpBHJYXw,100.0,0.0,0.0,0.0,0.0
xnoyP31Pej1FB3kL3wu5KA,100.0,0.0,0.0,0.0,0.0
Bf1rkR5ZUu2JV955MKWoQA,,,,,0.0
h6_AMck7djAmqw5AGZ8rMg,,,,,0.0
hIeI8ugvkJNdpK8tv0OJkA,,,,,0.0
90-M4E-oU_cwiYesTwR4kA,,,,,0.0
KvsBpRxf6HXPzacmQeVR1w,0.0,100.0,0.0,0.0,0.0
JqpSgjZD00ork4TAmH1Puw,,,,,0.0
JCMKORaXmB-8Ql9QtknHjA,100.0,0.0,0.0,0.0,0.0
bR_lnI60hhpGu8oaOdKHqw,,,,,0.0
kpHgfPdUI1_5USLrR5Znlg,,,,,0.0
dRE5kmvfsmnz-GdCQW0J-A,,,,,0.0
5DhIf6kNjIejyrIwl5CvUA,,,,,0.0
EJkGzyzGB7YZIx-fAWk1uA,,,,,0.0
_IbnrYLMaoxuFGUjin5Uvw,,,,,0.0
mpFSC11m5S6zRNGPjUAMpg,0.0,100.0,0.0,0.0,0.0
2HchhLgGj16aITZGVy0hqA,,,,,0.0
5wb34OIQtL1_MMQqtXbYlQ,,,,,0.0
29XSOh9fNkyRpwxY0wI_TA,66.67,0.0,33.33,0.0,0.0
7LCvQenXvLPJ_rWlZKX6dw,,,,,0.0
8Fb9fXvZI4SzLbImCF11TA,,,,,0.0
ewFRuKyT1jrXxw8cIFL9sg,,,,,0.0
Uf766nWYp-A9tQjKEQRDKw,,,,,0.0
efJynh-Blm4k2e5Cit3K1A,,,,,0.0
Xc6dH7N9YUGGNmgSNsBIHg,,,,,0.0
y3RmYgW3d9Hn58GOxz8UmQ,,,,,0.0
i88TIzuOUCUKHmLeOd5VcA,,,,,0.0
PJvJLoC9c2vvezlarRd-sQ,,,,,0.0
95QQd0uO2W0ccQZpzPK1Zg,,,,,0.0
oAX9R1BhL0ruFqctm8i1gQ,,,,,0.0
bCQ8PKAYGzy8rG-6myUYAg,,,,,0.0
w7F9Tm-vpyAN1Qxeqf2O5Q,,,,,0.0
Bf87HcPERF9yiSjb2tQBqw,,,,,0.0
2YN8SfFXWfik_IH3T8sT4w,,,,,0.0
EEawHE38seZAyJV4TiBvig,100.0,0.0,0.0,0.0,0.0
f6gLCW3xasyascQLoy5vdQ,,,,,0.0
YxGub53X6rUqHjo6vQ0okw,0.0,100.0,0.0,0.0,0.0
wKgysdQ-sFMEBzv8hPcj1g,,,,,0.0
aQoL-HBCCtPXvsr-D_M9cA,,,,,0.0
X-DfcdGvhk9sseOblEu6mA,100.0,0.0,0.0,0.0,0.0
cghvx3svFv-MFHwSiFcQUA,,,,,0.0
41QczuauDr9nM-6fWGnh1g,100.0,0.0,0.0,0.0,0.0
p4tsyHEAEOsSMEJMA_VzxQ,,,,,0.0
UbqUipp6UKnh17BQQPWfNg,,,,,0.0
eeug-GBGvHzzLZAjQ_b50g,100.0,0.0,0.0,0.0,0.0
hlkZsRPabgl9M99xucOKtw,,,,,0.0
hkW0L6tAahtCSzhgme8e8w,,,,,0.0
C8fFlmEcBO36ldxqrzvBjg,0.0,100.0,0.0,0.0,0.0
SIlvVOXHzDGHHH8vM9G_Vg,,,,,0.0
MEvU_vgvK1Vq5Bown2OVUg,100.0,0.0,0.0,0.0,0.0
XkJn2msZ4oQzpmcngygQWg,,,,,0.0
juIQvclAE0jRjP0CqjfsXg,,,,,0.0
a0ryppN3MwlUKbeS0MyS6A,0.0,100.0,0.0,0.0,0.0
aNkfXKCzUMLWSdDompUywA,,,,,0.0
vGgeGhjZMJ8PKX6aoUl1yg,100.0,0.0,0.0,0.0,0.0
3dIozPjJWhwu-pD5E8TODQ,,,,,0.0
InA5UbUUMWbSDJHsaj9cxA,100.0,0.0,0.0,0.0,0.0
9d7UXmK6h8VJAv7s--o7tg,,,,,0.0
cBBuDT92w9BxdwMAwkIhww,,,,,0.0
V2MIhvVZCoQiM5ww0heqpQ,0.0,100.0,0.0,0.0,0.0
RhWZlwynbtsgZgDv70MOlA,100.0,0.0,0.0,0.0,0.0
GJAghkWSP2m_rSbcXHY34w,,,,,0.0
UkgbKJKEqzW0PMacxUgnPQ,,,,,0.0
l26TgP9ox03XRLDuG-9wvA,,,,,0.0
kDfG8jFtklrwTd2aIeHjyg,,,,,0.0
OIDqStl1ve2q8I_vSCX4Jg,,,,,0.0
_J6NHRyJO-Qfj7LBM3O4jw,,,,,0.0
iSKzoG9MZ_US10EpN0Qnxw,,,,,0.0
41h2O23xaBfyFfXnQ98X-A,,,,,0.0
E38DLrzZQGd-m8P7q_9HSg,100.0,0.0,0.0,0.0,0.0
C-bbUy8sLtRulG76N1HZwQ,,,,,0.0
m8Dnl6MpIxNF9b-GAu5bDQ,,,,,0.0
3U1liqDKbshJ9Axp0XGYrw,100.0,0.0,0.0,0.0,0.0
MTIKPF9DL9fHH-9V2ovKKw,,,,,0.0
6zseu14H6LMcYfc0V49tjw,,,,,0.0
ybIoXWnrkfC12PJKTs7pJA,28.57,0.0,71.43,0.0,0.0
dNmXY7WnEpykzgsJw6F7Zw,,,,,0.0
YSlFn9CncQ4It6CvIRtpAg,100.0,0.0,0.0,0.0,0.0
Hanx9JY4RH_4PNl4pyHaag,,,,,0.0
naVUeEZn1smuYTLQtLYWnA,,,,,0.0
4bfqW66F5CFu6Yr_S92EOw,,,,,0.0
uXfAoUhJ7DIjaMrrXDYibw,100.0,0.0,0.0,0.0,0.0
nRHLKnfy7q5Ogza2HHY0tQ,0.0,0.0,100.0,0.0,0.0
ktT6Rznl9FfQ0Se3vk6eLg,,,,,0.0
vZi7BmOMMLYyg5DJs9SnRw,100.0,0.0,0.0,0.0,0.0
iN58Iomr69yDw-qOKl7zBQ,,,,,0.0
B1PIeMSp_yIOuuwg_mrAXg,100.0,0.0,0.0,0.0,0.0
saDYN_zBEoNheolWPh5RcA,50.0,50.0,0.0,0.0,0.0
cC4kjISZipJ1OkF4OnNO9w,,,,,0.0
hm0p1r8YaXOvW6tffxWiIQ,,,,,0.0
6c8k6hfA69clKJo_kIa60Q,,,,,0.0
CdlYKYddWemkIMrgb-yICg,100.0,0.0,0.0,0.0,0.0
1eTFGszG_nuIUbN0cHaWxA,,,,,0.0
gu0aEpxH_LAWUJyYwI9jFA,,,,,0.0
9PYxJ5OZjvw5VJeyNnlF_Q,,,,,0.0
XSCWkzftPtT22pk5X-h3AA,42.86,57.14,0.0,0.0,0.0
8L2BjvfzVreFxNRUrx3_Uw,100.0,0.0,0.0,0.0,0.0
6CtntlNyyI7yr3inYvxzWQ,,,,,0.0
_I8Ygl77_U2TDrwx4LbPGw,,,,,0.0
15NtIT69qrzAsZtaGjjGng,,,,,0.0
tcTTATDVkNccRFVLZbdykQ,100.0,0.0,0.0,0.0,0.0
F1ebkoXBiD0YSXNb3yiYEw,100.0,0.0,0.0,0.0,0.0
imNBGqlGFdMQvm6H7iwyaA,,,,,0.0
KcGd6vtB-7Ou5SBbpIupQg,,,,,0.0
BPGiqLVFm6qb_Y5XzXg3-g,100.0,0.0,0.0,0.0,0.0
UziXaJpRga-OIvgA-zHD9A,50.0,0.0,0.0,50.0,0.0
C7jx3MknLCO9-pxIEfzQSQ,,,,,0.0
TrAj-xgQwGFABKXv6stTdw,,,,,0.0
_jYgT_iULNtq1O3sYscHNQ,,,,,0.0
1Xg8TgLv48kP4nK9hO0gRg,,,,,0.0
kgQIRnGVMyu66EPWPpwySw,100.0,0.0,0.0,0.0,0.0
JY6gfBhidj83kwCN3zE7-A,100.0,0.0,0.0,0.0,0.0
pLYuDO9mBc3DzLNnjjRUbg,,,,,0.0
K_wZXzSF4GewIYWL6-xeAA,,,,,0.0
2aEVZ7twphCmxO15KAesiQ,,,,,0.0
VU62b-nJpxd4S_sfM-vxXA,100.0,0.0,0.0,0.0,0.0
XRNRrfw6o8cfKe-yLAczag,,,,,0.0
BZ_Cc553-eOxknpXrtrrJw,,,,,0.0
enj4DjWcBX2q_9V8Xv25Yg,,,,,0.0
PbyIVdIaV7RP31RLDhD5qA,,,,,0.0
Sb9DPvhVmFJy9jJ2dLQ_TA,,,,,0.0
608u33flNeT1Ofts1kFLpg,100.0,0.0,0.0,0.0,0.0
qIj3C81cMLadv4hb4PDyGw,,,,,0.0
IQ6x_RAyptSeTfBEZZSGpw,,,,,0.0
LJ5OHbXm2D_0bwms9luz7w,33.33,0.0,66.67,0.0,0.0
FM1lry83yuyQ0i1szyT7dg,0.0,0.0,100.0,0.0,0.0
vuP5APaXAwCKsLYy1F6Fng,100.0,0.0,0.0,0.0,0.0
Y282D27o4OjJxv5zdhzw_Q,,,,,0.0
CyfVFQL6Qj7FcUfcOEo-Lw,,,,,0.0
PqA4JqsQU3bs76B85geuzA,,,,,0.0
5Oo5VZz6VAIuDHx4plc6-Q,,,,,0.0
iAKvcgmidrtaSQ555U4eSg,,,,,0.0
8wi5gBm-uJMPmGBx-pNxvQ,,,,,0.0
1qWZcVJvdfYkaY8eKrqVxQ,,,,,0.0
8pU7Mv3d9D0pbjrNkYzBpg,46.15,0.0,53.85,0.0,0.0
Hpz5QaRiOi96RRhYnlwylA,,,,,0.0
EIlF7PVI15c8G-zkR8brkA,,,,,0.0
j0M0BoMUT9YGFut35hI2MA,,,,,0.0
u6WOVeQaV-Psk2lO_5sVMA,100.0,0.0,0.0,0.0,0.0
xbvGuS9Dfps_OcMYltO9Ng,,,,,0.0
I86FcMAEn2oq1MdxpibqjA,100.0,0.0,0.0,0.0,0.0
rAHPrhCQcJLrwoDTkkGj7w,,,,,0.0
4adBZul5Cqespkvo1k-wgg,,,,,0.0
4fqj5yviUVrCYTmGGi6krQ,100.0,0.0,0.0,0.0,0.0
sm5q-XVVoW-rgmnnFUYSiA,100.0,0.0,0.0,0.0,0.0
e7fur_5B_rsD2h_7CNUeKg,,,,,0.0
o1RVx9Ec6jKyGxLBU3DvPg,,,,,0.0
cr2O623UyVY-DUhAep2qXA,,,,,0.0
8gcedKi2s9CMxoX-4dwllQ,,,,,0.0
vxRgc6S1mgXbZGXOE5nylQ,100.0,0.0,0.0,0.0,0.0
1gG-R9C9DOwEXjWYLzXSBQ,,,,,0.0
fDHAqQGBKJiYNofYFcyUYg,,,,,0.0
KspL6ZYtLuY74Lkg6B9xLA,,,,,0.0
q8tHeCjO83gJy1R3yrjeJA,,,,,0.0
mP66CAi_uxZ1wxrfqN5bxw,,,,,0.0
J6cjOXT6WpedN0H-M6KDjg,100.0,0.0,0.0,0.0,0.0
k7U9N-SgWdLeE1A2fQFsQA,100.0,0.0,0.0,0.0,0.0
kGC653-ZzxfsUHLi1HiL6g,,,,,0.0
fmI-cZMywlTLQk6L7zxUjw,,,,,0.0
eBQAdKmnUg0j5sdKALPW7Q,,,,,0.0
InwgsE4HTxwz6VEe_MogDA,,,,,0.0
6T1q7edRL9ut7HXmi_64tg,,,,,0.0
S52jfST6_MWugfUOURDbEg,100.0,0.0,0.0,0.0,0.0
M6UCfVw-gOFhmns6aXw2eA,0.0,100.0,0.0,0.0,0.0
QG70nO4dBXZFWysTIp2a8g,100.0,0.0,0.0,0.0,0.0
BOuSFHrZlkqsuX1rpgk-Yg,,,,,0.0
lEIxlvqrFfnwZG0N1VeofQ,,,,,0.0
d1AfpoXOLYtQYuVRyBxLCg,,,,,0.0
QPhu85btoUWpHkqK3TpLjQ,100.0,0.0,0.0,0.0,0.0
y4GZN83Ca3OhonDXSxlV8A,,,,,0.0
z7BZhIt4xNWshwFi8OxVPw,,,,,0.0
6u3O9qvdxEhIP6PBoiFf-w,,,,,0.0
21rNBW_PIKaBMnEt7qpJ7A,,,,,0.0
PgvuHupXhfGMFjClJLV9Cw,,,,,0.0
uJLXzZJ2SicTCp9uoQE9SQ,,,,,0.0
GWvaqUsjHoD7cJFTqrxGtQ,,,,,0.0
VC87xGy02KOD_2C3ulj1ag,,,,,0.0
4RDpm2wAOxvp2tqm3FOk2Q,100.0,0.0,0.0,0.0,0.0
Si5uLL5nfA1mljbe-K6wug,,,,,0.0
biGXaN0MpDCGyjq8XmJxpA,,,,,0.0
4EKPXI6igJrg65ocbzVhgg,,,,,0.0
JV8qIkZIHL-5kY7vpAOfIA,100.0,0.0,0.0,0.0,0.0
MfAo-QPgFrcziuygx27K5w,100.0,0.0,0.0,0.0,0.0
_dyozNcqthffmBsZfCk1Ag,,,,,0.0
l3ro_UruNKYzZaUDLgkWyw,,,,,0.0
G7VSq_hsRZGeIRtBpVp6ng,,,,,0.0
I6X1gWFMGpvSY9Cq_mD0LA,100.0,0.0,0.0,0.0,0.0
UJLo0k0EFNf50G2zQFvTtg,,,,,0.0
hjDU5_K-5uB37EiOxbtmDQ,,,,,0.0
Oz9iH3kGLul1Blpedqmv9w,,,,,0.0
NOMz4z5iRcT8GuYIIbTebA,,,,,0.0
1zBExTIxHA1Ry35c_kKcwQ,,,,,0.0
V6MNayXhuA0oZ_I1Lq4b3Q,,,,,0.0
Zhr9vFDlRiexK8miG3DqPQ,100.0,0.0,0.0,0.0,0.0
oYJuycnueTaWNwoSgUW9fA,100.0,0.0,0.0,0.0,0.0
exkCcn_TVJzsQEgTpHYQkg,,,,,0.0
UUjAbtcwwnfKTIbgtApCoQ,,,,,0.0
H7rcvyZlDUlBWQm8KwuQ6Q,,,,,0.0
B8GNmuTmw6601XPoT_31kg,100.0,0.0,0.0,0.0,0.0
310zgwPQRoe63E1pzzMVPA,100.0,0.0,0.0,0.0,0.0
bc4UYYDNGP9WYypMta0YoA,100.0,0.0,0.0,0.0,0.0
I6ufiwJGXejhQflI-D31dA,,,,,0.0
h0wJbcy-5l0Xf941dazgmA,100.0,0.0,0.0,0.0,0.0
vuLaxanwjklmnRDKSqql2Q,100.0,0.0,0.0,0.0,0.0
fZqJ4o-apYgcIw8YPNlwyg,,,,,0.0
bfJmeKmYJd-uFObzKVJgnQ,,,,,0.0
ihqJi53hl_tkeIyOE5djzA,50.0,50.0,0.0,0.0,0.0
mcY6CUUCJhpqCblJWifo4A,,,,,0.0
JvOQ2BScFX8uR0ncVMbi-g,,,,,0.0
GQAPSJrR8ZfpzemxdmOc-g,100.0,0.0,0.0,0.0,0.0
5brA8BfEeMUK8k80AaNSFQ,,,,,0.0
D5d71Tj6grKI5E5YBW3qIQ,,,,,0.0
LgDknS8jJuEOfTbHUZMk5g,100.0,0.0,0.0,0.0,0.0
hbToRTa-Se2rg_J_P2dR7A,,,,,0.0
pPzUSxaCNcZfgA4aOAMigg,100.0,0.0,0.0,0.0,0.0
GpK7V_BtOu8S0MfOFUvb8Q,,,,,0.0
NNOlp5ccPNqojHvWBH2eZQ,,,,,0.0
cJoWYqpno1bYBq6WQQE2jw,,,,,0.0
p4yUesHBFRZylkDI_kR4sg,,,,,0.0
Uj6obd9untagpb3h-a1AWQ,,,,,0.0
hC50xW428EOKwXWL5bJpeQ,100.0,0.0,0.0,0.0,0.0
j2BC89jLE9UMw3gaOKqltA,100.0,0.0,0.0,0.0,0.0
XGQQGOfBDmSPGuK6ix7EKA,,,,,0.0
cD2te7Lsf85xYYYrsijs6Q,100.0,0.0,0.0,0.0,0.0
4lgJFMAwsvQGkHj3GkH2pA,,,,,0.0
a1cfG1V5WJ1BOoWP_mMbmg,,,,,0.0
aHHBY2laKH4ghtSksc7L4Q,,,,,0.0
6vhOexbT8t0qyJST_0yj7g,,,,,0.0
jDt8Bg2KqtydDq5D_q9OUA,100.0,0.0,0.0,0.0,0.0
0ityYtvI-fjug0F3XQgPGg,100.0,0.0,0.0,0.0,0.0
dFrvzANlcZ3xZVzzA6-EBQ,,,,,0.0
YOZlTp8Fe4gaBf3s8EB9Ug,,,,,0.0
w8aTL7GTQVzlo1dvyNQJZg,,,,,0.0
8ML29CnmItL96cEC-ebbPQ,,,,,0.0
SVusXeO2pud9U0bfXsDMFA,,,,,0.0
KlkM_nkq3uP26IdjiO4snQ,,,,,0.0
D6tjbXbBVLNSSDA2ObgJNA,,,,,0.0
2ETbpcFdbrgG_ncYF1xSSA,,,,,0.0
SXu16sgdtYwGSMRl4RblHA,,,,,0.0
Agm9aKvVJO5t9_-VO9r0Tg,,,,,0.0
lbAchdsQkIb7awhcmxAagw,,,,,0.0
6xb4VxWYnDm4JzZm__w3uA,100.0,0.0,0.0,0.0,0.0
PKWlI6s04D_Xy9pGkhkbTA,,,,,0.0
vVX5N_5F4l88OULzW0xxcQ,,,,,0.0
83uAEjHyYKOFOheVBhQ_vQ,,,,,100.0
L4f7XpTTANCAnvQPQaHUFA,,,,,0.0
INyHm2LUbWBDgb7dKJEH_w,,,,,0.0
-6AltEuPRbyRFaeRUz6d1A,,,,,0.0
v5k27SH-YjqrDb4thXbg1g,,,,,0.0
D51dPy_419brBH7S3hxfkA,,,,,0.0
KyPL9wsmSe-DxhMvuHMpCQ,100.0,0.0,0.0,0.0,0.0
PxLElck4voJj6PwcLqVsig,100.0,0.0,0.0,0.0,0.0
CkJSwpx1Oc_3vxFvcbUYRw,,,,,0.0
ntKYzJgRTjAclVyMSuKjIg,100.0,0.0,0.0,0.0,0.0
_7BFMfIXWI1lZTPlr7mTfA,100.0,0.0,0.0,0.0,0.0
tyN3HfK_pN7o3J6mNuoKhg,,,,,0.0
Ke_L-vVwWJJZQpJ_cIWuWg,100.0,0.0,0.0,0.0,0.0
b90C8Mm_amxLYljsHwd0vQ,,,,,0.0
0TxUAezf4Q2aQDrOioAXiA,,,,,0.0
yOOYiDtItbw5_u5yukIPRg,,,,,0.0
EyVv075W4wvrGh0sUOGfWQ,100.0,0.0,0.0,0.0,0.0
BRW5R1l01r2NkpnDDrikxg,,,,,0.0
8CuVH_dqNQZnJA7JSSmpBg,100.0,0.0,0.0,0.0,0.0
YPZxgwvcqD4-oPysSB_yxg,100.0,0.0,0.0,0.0,0.0
zWr2O3Fghr7noGMyX5PTHQ,,,,,0.0
1J9MHQK59R1kioyGKCbEUA,,,,,0.0
EjK5srprjzovfVUJgkfTYQ,100.0,0.0,0.0,0.0,0.0
iOsQWMvIZrgAaFUicXA5qw,,,,,0.0
cBijNq-4py3Wem9GkAuPwg,,,,,0.0
R9TBJq2n1EGKQ-s89haJpQ,100.0,0.0,0.0,0.0,0.0
VlAOr1E2_dCpON-inNafMg,,,,,0.0
XI5ddT9bXS4BYbyEwvjd0Q,,,,,0.0
SRtdYlK5M-furhIEZTH2gQ,100.0,0.0,0.0,0.0,0.0
2afKK1m4f_8JqrqKD3liZg,100.0,0.0,0.0,0.0,0.0
fWuJ8VQSJ_LDsmYNBSU4jg,50.0,50.0,0.0,0.0,0.0
TtwHlCeZmUC_svZ9ei-cAQ,100.0,0.0,0.0,0.0,0.0
u-DF3TUEfM421L_KggAftQ,,,,,0.0
Vy5okGErqqAyfSM-fv40ew,,,,,0.0
lwUnZi61dscxaXdEhLniAw,,,,,0.0
15uvqykpxPZ3Ms9Cptn5JA,100.0,0.0,0.0,0.0,0.0
JB5dd6-oxXkx1JRtYMDFBg,,,,,0.0
bq_s2Y-vhJCkuwg_sfl2Zg,,,,,0.0
Ix97l0I45XjP3SUTYj-ylA,0.0,100.0,0.0,0.0,0.0
Zy64qEOitgnG59Q092d-0Q,,,,,0.0
hGfAU2t2L9lkMra_n7dYlQ,,,,,0.0
2xW8iYrxFGNUeEXjnipHbA,,,,,0.0
WZJ9lIgH3XAvbR6sZIp9Dg,,,,,0.0
VVG6qhIs3kesx4t7PAS53w,,,,,0.0
qLpfnF_YLnNiWvUvg0LIZw,,,,,0.0
THirRdo5CwitTPyqV28NyQ,,,,,0.0
8VN_WvKLfO2mLhq_CcFS4A,100.0,0.0,0.0,0.0,100.0
nLRWP1c6SbesJVGprYe_aA,,,,,0.0
zSJJcW2oHvbLGMlAb4beyw,100.0,0.0,0.0,0.0,0.0
iKHc7F_MOMs01rQtPLmS0w,,,,,0.0
JGpgBvDipmiJ6q-OBqf0OQ,0.0,0.0,100.0,0.0,0.0
AE7YgWh2QgnOxXYs_qFDCg,100.0,0.0,0.0,0.0,100.0
dCwZjI1gQHP54wNCnczkzg,100.0,0.0,0.0,0.0,0.0
aGSVja6rVtf1FXcMAoQDlw,,,,,0.0
48bYFedfeDDxjbQ4rheyiA,,,,,0.0
dySt4AxfiDZ4cAc-cCkz0g,100.0,0.0,0.0,0.0,0.0
5GhXarp8xOLq8HEL8XgRrA,,,,,0.0
vTG0INOo12YOf3VO8k0law,,,,,0.0
sopyXznS1SOfM-Q_fXM13A,,,,,0.0
NKbrcSywqcGpEmcrgZl2zQ,,,,,0.0
H7Vq6Cc0-_niPiYkssu3Yg,,,,,0.0
YcpocPccV43yGDTrdposwg,,,,,0.0
n3F01MNbdmdRk6JKxMh4Mw,,,,,0.0
chcYbTqs2QXtu87jZjR1rQ,,,,,0.0
-9WtcY0j13wT0jnoNpPTIQ,,,,,0.0
md9AbEd17dhnOyM3vmg8SQ,,,,,0.0
g3GVypQQbOt3WswSVjoGGg,,,,,0.0
rtbP2EdFdqWCA-IvBHO01w,,,,,0.0
t1ElcaQigIbDsmnkSmvCbw,100.0,0.0,0.0,0.0,0.0
9aCBV5cca6XXhzti0Cl_5g,100.0,0.0,0.0,0.0,0.0
SZ63oC6zdWpv2E8z9zyEuA,,,,,0.0
3ztoaMuWozgn3ZwShh2zRQ,,,,,0.0
RbpvviTGzXifd4aFOHKSvA,,,,,0.0
1zwR35T7XysLyd_gV4QNyg,0.0,100.0,0.0,0.0,0.0
8cLHmU9C_xUUJAdhbRLAeg,,,,,0.0
T-LX3EVq15hGdbnlliPfyA,,,,,0.0
mr52dL8Vw8tcTrfB23ykKg,100.0,0.0,0.0,0.0,0.0
Rwq1k4HxnbeslRIsk59Q_Q,100.0,0.0,0.0,0.0,0.0
5LCKMAJeLaM-u4ePt2OAPg,,,,,0.0
paTc1hVHQpOclPI_yapgiQ,,,,,0.0
MulQ0yd-3Pr16d7DCeYhbA,,,,,0.0
YymWWZaElUXTJrVA_5JPqg,,,,,0.0
S0xWb4O8Jy67LeGxJ-YonA,,,,,0.0
7FmdaZnrGWbRn0NG_bJrdQ,,,,,0.0
Ziz0-fhSWPDsIhOO0wemdQ,,,,,0.0
So8YM8SpKmXUUE-h5fUaig,100.0,0.0,0.0,0.0,0.0
C2yfCVoclwFRpdniMHI21g,100.0,0.0,0.0,0.0,0.0
QAViX7c9smdEEse03j9IGw,100.0,0.0,0.0,0.0,0.0
GEeP8x_XraRNXzkgCzyXVA,,,,,0.0
YGHp8XlRkzbXQyGLh7U0Eg,100.0,0.0,0.0,0.0,0.0
XvjNQhZijCrdQ615Cc1WDA,,,,,0.0
X4YqAO_3DumF8KhzkJUU-w,100.0,0.0,0.0,0.0,0.0
gI9wO6XcXQJZzCQCr02h0w,,,,,0.0
qpNPjhsaS7oynwWBlY55qQ,,,,,0.0
DZYppihG0n9Eprad3m1DiA,100.0,0.0,0.0,0.0,0.0
A25F25HWzAJRtTOARd0KQA,100.0,0.0,0.0,0.0,0.0
9jMU4Ghm2jTUEROAggjZdg,100.0,0.0,0.0,0.0,0.0
_SwIc9286XP_B7uWwusirA,,,,,0.0
QV_B_eO7ReoJ8SFk1jmdDA,,,,,0.0
3lrzJuXVDAJa1AWZb0tsfQ,0.0,100.0,0.0,0.0,0.0
t6LW6ZH9T2YwS-l35rl25w,100.0,0.0,0.0,0.0,0.0
9yzHD0x5srYlHBbuJROWFg,47.37,52.63,0.0,0.0,0.0
3gbf6Q5k_gvRSc2EhOTqKA,,,,,0.0
Fvb0dtFTXXwsiHoYr4oNJg,,,,,0.0
lFa8WDFZQxDRgr1_V9pdUQ,,,,,0.0
Py_iDEjyqK_w4XK209R8AQ,,,,,0.0
rfZ3lWLfehAhHiLduvlCdA,,,,,0.0
koirEd_MaP3ywk9O1-ohWg,,,,,0.0
ZYCLz3Z6iMB9RFlyxJgi6A,,,,,0.0
bgCzHhQ5ZgozA4IkXGElHw,100.0,0.0,0.0,0.0,0.0
MdoF1KXlrTfshUHQJPsatw,,,,,0.0
fjG-LNVpCRXYoEPfHRvaCA,,,,,0.0
TRWKH019gPcdlTObW4pgvg,,,,,0.0
TUf2hSCmnWjIgbv2FM2zAQ,,,,,0.0
q_m6qpGrwH_JUZjVJmEsBw,100.0,0.0,0.0,0.0,0.0
nAsAqPFqhFHcaH_axVqujA,50.0,0.0,50.0,0.0,0.0
CrY8H91NWyKA89iGwXlrxw,,,,,0.0
